RecordId,meetingid,rep_new,policy_level,date,organisation,purpose,department,Year,Quarter,Period
1,41,Dominic Grieve QC MP,Attorney General,2012-01-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
2,42,Dominic Grieve QC MP,Attorney General,2012-02-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
3,43,Dominic Grieve QC MP,Attorney General,2012-02-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
4,44,Dominic Grieve QC MP,Attorney General,2012-02-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
5,45,Dominic Grieve QC MP,Attorney General,2012-03-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
6,46,Dominic Grieve QC MP,Attorney General,2012-03-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
7,47,Solicitor General Edward Garnier QC MP,Solicitor General,2012-01-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
8,48,Solicitor General Edward Garnier QC MP,Solicitor General,2012-01-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
9,49,Solicitor General Edward Garnier QC MP,Solicitor General,2012-02-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
10,50,Solicitor General Edward Garnier QC MP,Solicitor General,2012-02-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
11,51,Solicitor General Edward Garnier QC MP,Solicitor General,2012-03-01T00:00:00Z,,,ago,2012,Q1,2012 Q1
12,52,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
13,53,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
14,54,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
15,55,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
16,56,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
17,57,Dominic Grieve QC MP,Attorney General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
18,58,Solicitor General Edward Garnier QC MP,Solicitor General,2012-05-01T00:00:00Z,,,ago,2012,Q2,2012 Q2
19,59,Dominic Grieve QC MP,Attorney General,2012-07-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
20,60,Dominic Grieve QC MP,Attorney General,2012-07-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
21,61,Dominic Grieve QC MP,Attorney General,2012-09-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
22,62,Oliver Heald QC MP,Solicitor General,2012-09-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
23,63,Edward Garnier QC MP,Solicitor General,2012-07-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
24,64,Edward Garnier QC MP,Solicitor General,2012-07-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
25,65,Edward Garnier QC MP,Solicitor General,2012-07-01T00:00:00Z,,,ago,2012,Q3,2012 Q3
26,66,Dominic Grieve QC MP,Attorney General,2012-10-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
27,67,Dominic Grieve QC MP,Attorney General,2012-10-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
28,68,Dominic Grieve QC MP,Attorney General,2012-11-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
29,69,Dominic Grieve QC MP,Attorney General,2012-12-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
30,70,Dominic Grieve QC MP,Attorney General,2012-12-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
31,71,Oliver Heald QC MP,Solicitor General,2012-12-01T00:00:00Z,,,ago,2012,Q4,2012 Q4
32,72,Dominic Grieve QC MP,Attorney General,2013-01-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
33,73,Oliver Heald QC MP,Solicitor General,2013-01-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
34,74,Oliver Heald QC MP,Solicitor General,2013-01-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
35,75,Oliver Heald QC MP,Solicitor General,2013-01-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
36,76,Oliver Heald QC MP,Solicitor General,2013-02-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
37,77,Oliver Heald QC MP,Solicitor General,2013-03-01T00:00:00Z,,,ago,2013,Q1,2013 Q1
38,78,Dominic Grieve QC MP,Attorney General,2013-04-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
39,79,Dominic Grieve QC MP,Attorney General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
40,80,Dominic Grieve QC MP,Attorney General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
41,81,Dominic Grieve QC MP,Attorney General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
42,82,Dominic Grieve QC MP,Attorney General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
43,83,Oliver Heald QC MP,Solicitor General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
44,84,Oliver Heald QC MP,Solicitor General,2013-06-01T00:00:00Z,,,ago,2013,Q2,2013 Q2
45,85,Dominic Grieve QC MP,Attorney General,2018-07-01T19:00:00Z,,,ago,2013,Q3,2013 Q3
46,86,Dominic Grieve QC MP,Attorney General,2018-07-02T19:00:00Z,,,ago,2013,Q3,2013 Q3
47,87,Dominic Grieve QC MP,Attorney General,2018-07-21T19:00:00Z,,,ago,2013,Q3,2013 Q3
48,88,Oliver Heald QC MP,Solicitor General,2018-07-01T19:00:00Z,,,ago,2013,Q3,2013 Q3
49,89,Oliver Heald QC MP,Solicitor General,2018-07-02T19:00:00Z,,,ago,2013,Q3,2013 Q3
50,90,Oliver Heald QC MP,Solicitor General,2018-07-10T19:00:00Z,,,ago,2013,Q3,2013 Q3
51,91,Dominic Grieve QC MP,Attorney General,2018-10-15T19:00:00Z,,,ago,2013,Q4,2013 Q4
52,92,Dominic Grieve QC MP,Attorney General,2018-10-20T19:00:00Z,,,ago,2013,Q4,2013 Q4
53,93,Dominic Grieve QC MP,Attorney General,2018-11-25T00:00:00Z,,,ago,2013,Q4,2013 Q4
54,94,Dominic Grieve QC MP,Attorney General,2018-11-27T00:00:00Z,,,ago,2013,Q4,2013 Q4
55,95,Dominic Grieve QC MP,Attorney General,2018-12-03T00:00:00Z,,,ago,2013,Q4,2013 Q4
56,96,Dominic Grieve QC MP,Attorney General,2018-12-09T00:00:00Z,,,ago,2013,Q4,2013 Q4
57,97,Oliver Heald QC MP,Solicitor General,2018-10-15T19:00:00Z,,,ago,2013,Q4,2013 Q4
58,98,Oliver Heald QC MP,Solicitor General,2018-11-25T00:00:00Z,,,ago,2013,Q4,2013 Q4
59,99,Oliver Heald QC MP,Solicitor General,2018-12-09T00:00:00Z,,,ago,2013,Q4,2013 Q4
60,100,Dominic Grieve QC MP,Attorney General,2014-07-03T19:00:00Z,,,ago,2014,Q3,2014 Q3
61,101,Dominic Grieve QC MP,Attorney General,2014-07-13T19:00:00Z,,,ago,2014,Q3,2014 Q3
62,103,Jeremy Wright MP,Attorney General,2014-07-25T19:00:00Z,,,ago,2014,Q3,2014 Q3
63,104,Jeremy Wright MP,Attorney General,2014-09-09T19:00:00Z,,,ago,2014,Q3,2014 Q3
64,105,Robert Buckland QC MP,Solicitor General,2014-07-25T19:00:00Z,,,ago,2014,Q3,2014 Q3
65,106,Robert Buckland QC MP,Solicitor General,2014-09-09T19:00:00Z,,,ago,2014,Q3,2014 Q3
66,107,Jeremy Wright MP,Attorney General,2018-10-19T19:00:00Z,,,ago,2014,Q4,2014 Q4
67,108,Jeremy Wright MP,Attorney General,2018-10-22T19:00:00Z,,,ago,2014,Q4,2014 Q4
68,109,Jeremy Wright MP,Attorney General,2018-11-01T00:00:00Z,,,ago,2014,Q4,2014 Q4
69,110,Jeremy Wright MP,Attorney General,2018-11-06T00:00:00Z,,,ago,2014,Q4,2014 Q4
70,111,Jeremy Wright MP,Attorney General,2018-11-17T00:00:00Z,,,ago,2014,Q4,2014 Q4
71,112,Jeremy Wright MP,Attorney General,2018-11-26T00:00:00Z,,,ago,2014,Q4,2014 Q4
72,113,Jeremy Wright MP,Attorney General,2018-12-08T00:00:00Z,,,ago,2014,Q4,2014 Q4
73,114,Jeremy Wright MP,Attorney General,2018-12-08T00:00:00Z,,,ago,2014,Q4,2014 Q4
74,115,Robert Buckland QC MP,Solicitor General,2018-10-19T19:00:00Z,,,ago,2014,Q4,2014 Q4
75,116,Robert Buckland QC MP,Solicitor General,2018-11-01T00:00:00Z,,,ago,2014,Q4,2014 Q4
76,117,Robert Buckland QC MP,Solicitor General,2018-11-17T00:00:00Z,,,ago,2014,Q4,2014 Q4
77,118,Robert Buckland QC MP,Solicitor General,2018-11-26T00:00:00Z,,,ago,2014,Q4,2014 Q4
78,119,Robert Buckland QC MP,Solicitor General,2018-12-08T00:00:00Z,,,ago,2014,Q4,2014 Q4
79,120,Robert Buckland QC MP,Solicitor General,2018-12-08T00:00:00Z,,,ago,2014,Q4,2014 Q4
80,121,Jeremy Wright MP,Attorney General,2018-01-12T00:00:00Z,,,ago,2015,Q1,2015 Q1
81,122,Jeremy Wright MP,Attorney General,2018-01-24T00:00:00Z,,,ago,2015,Q1,2015 Q1
82,123,Jeremy Wright MP,Attorney General,2018-01-26T00:00:00Z,,,ago,2015,Q1,2015 Q1
83,124,Jeremy Wright MP,Attorney General,2018-03-03T00:00:00Z,,,ago,2015,Q1,2015 Q1
84,125,Jeremy Wright MP,Attorney General,2018-03-03T00:00:00Z,,,ago,2015,Q1,2015 Q1
85,126,Jeremy Wright MP,Attorney General,2018-03-04T00:00:00Z,,,ago,2015,Q1,2015 Q1
86,127,Jeremy Wright MP,Attorney General,2018-03-11T00:00:00Z,,,ago,2015,Q1,2015 Q1
87,128,Jeremy Wright MP,Attorney General,2018-03-11T00:00:00Z,,,ago,2015,Q1,2015 Q1
88,129,Jeremy Wright MP,Attorney General,2018-03-11T00:00:00Z,,,ago,2015,Q1,2015 Q1
89,130,Jeremy Wright MP,Attorney General,2018-03-21T00:00:00Z,,,ago,2015,Q1,2015 Q1
90,131,Jeremy Wright MP,Attorney General,2018-03-24T00:00:00Z,,,ago,2015,Q1,2015 Q1
91,132,Jeremy Wright MP,Attorney General,2018-03-25T00:00:00Z,,,ago,2015,Q1,2015 Q1
92,133,Robert Buckland QC MP,Solicitor General,2018-01-12T00:00:00Z,,,ago,2015,Q1,2015 Q1
93,134,Robert Buckland QC MP,Solicitor General,2018-01-15T00:00:00Z,,,ago,2015,Q1,2015 Q1
94,135,Robert Buckland QC MP,Solicitor General,2018-01-24T00:00:00Z,,,ago,2015,Q1,2015 Q1
95,136,Robert Buckland QC MP,Solicitor General,2018-01-28T00:00:00Z,,,ago,2015,Q1,2015 Q1
96,137,Robert Buckland QC MP,Solicitor General,2018-02-11T00:00:00Z,,,ago,2015,Q1,2015 Q1
97,138,Robert Buckland QC MP,Solicitor General,2018-03-04T00:00:00Z,,,ago,2015,Q1,2015 Q1
98,139,Robert Buckland QC MP,Solicitor General,2018-03-25T00:00:00Z,,,ago,2015,Q1,2015 Q1
99,140,Jeremy Wright MP,Jeremy Wright QC MP,42389-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
100,141,Jeremy Wright MP,Jeremy Wright QC MP,42389-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
101,142,Jeremy Wright MP,Jeremy Wright QC MP,42394-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
102,143,Jeremy Wright MP,Jeremy Wright QC MP,42396-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
103,144,Jeremy Wright MP,Jeremy Wright QC MP,42401-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
104,145,Jeremy Wright MP,Jeremy Wright QC MP,42408-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
105,146,Jeremy Wright MP,Jeremy Wright QC MP,42422-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
106,147,Jeremy Wright MP,Jeremy Wright QC MP,42429-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
107,148,Robert Buckland QC MP,Robert Buckland QC MP,42376-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
108,149,Robert Buckland QC MP,Robert Buckland QC MP,42388-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
109,150,Robert Buckland QC MP,Robert Buckland QC MP,42396-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
110,151,Robert Buckland QC MP,Robert Buckland QC MP,42422-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
111,152,Robert Buckland QC MP,Robert Buckland QC MP,42423-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
112,153,Robert Buckland QC MP,Robert Buckland QC MP,42429-01-01T00:00:00Z,,,ago,2016,Q1,2016 Q1
113,154,Jeremy Wright MP,Jeremy Wright QC MP,42630-01-01T00:00:00Z,,,ago,2016,Q3,2016 Q3
114,155,Robert Buckland QC MP,Robert Buckland QC MP,42537-01-01T00:00:00Z,,,ago,2016,Q3,2016 Q3
115,1552,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
116,1553,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
117,1554,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
118,1555,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
119,1556,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
120,1557,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
121,1558,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
122,1559,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
123,1560,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
124,1561,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
125,1562,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
126,1563,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
127,1564,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
128,1565,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
129,1566,Vincent Cable MP,Secretary of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
130,1567,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
131,1568,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
132,1569,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
133,1570,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
134,1571,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
135,1572,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
136,1573,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
137,1574,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
138,1575,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
139,1576,Vincent Cable MP,Secretary of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
140,1577,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
141,1578,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
142,1579,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
143,1580,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
144,1581,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
145,1582,Vincent Cable MP,Secretary of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
146,1583,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
147,1584,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
148,1585,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
149,1586,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
150,1587,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
151,1588,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
152,1589,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
153,1590,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
154,1591,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
155,1592,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
156,1593,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
157,1594,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
158,1595,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
159,1596,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
160,1597,David Willetts MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
161,1598,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
162,1599,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
163,1600,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
164,1601,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
165,1602,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
166,1603,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
167,1604,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
168,1605,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
169,1606,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
170,1607,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
171,1608,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
172,1609,David Willetts MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
173,1610,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
174,1611,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
175,1612,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
176,1613,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
177,1614,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
178,1615,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
179,1616,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
180,1617,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
181,1618,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
182,1619,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
183,1620,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
184,1621,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
185,1622,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
186,1623,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
187,1624,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
188,1625,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
189,1626,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
190,1627,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
191,1628,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
192,1629,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
193,1630,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
194,1631,David Willetts MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
195,1632,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
196,1633,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
197,1634,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
198,1635,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
199,1636,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
200,1637,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
201,1638,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
202,1639,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
203,1640,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
204,1641,Mark Prisk MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
205,1642,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
206,1643,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
207,1644,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
208,1645,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
209,1646,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
210,1647,Mark Prisk MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
211,1648,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
212,1649,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
213,1650,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
214,1651,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
215,1652,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
216,1653,Mark Prisk MP,Minister of State,2012-03-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
217,1654,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
218,1655,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
219,1656,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
220,1657,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
221,1658,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
222,1659,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
223,1660,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
224,1661,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
225,1662,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
226,1663,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
227,1664,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
228,1665,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
229,1666,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
230,1667,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
231,1668,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
232,1669,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
233,1670,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
234,1671,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
235,1672,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
236,1673,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
237,1674,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
238,1675,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
239,1676,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
240,1677,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
241,1678,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
242,1679,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
243,1680,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
244,1681,John Hayes MP,Minister of State,2012-01-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
245,1682,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
246,1683,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
247,1684,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
248,1685,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
249,1686,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
250,1687,John Hayes MP,Minister of State,2012-02-01T00:00:00Z,,,bis,2012,Q1,2012 Q1
